video_id,channel_id,title,author,length,fps,resolution,avg_bitrate,description,keywords,publish_date,width,height,frame_count
r_MB_vPXqkA,UCK3uhZWJh8SocdtJVIwt9Fg,BENGALI - Blowing Bubbles,ELFT SCYPS Newham,82,30,1080p,128kbps,How to use bubbles to develop your child’s attention and communication skills. Thanks for watching!,[],2021-03-19,1920,1080,2447
XyNTKSm69Gs,UCNjXz1a_K44oBon2lbCtxpw,Turn taking with your toddler/preschooler,High 5 Communication Resources,35,30,720p,128kbps,"This week's #WatchThisWednesday video: How to practice taking turns with your child! Because the #1 thing I hear parents say to their toddler when they're engaging with a friend is: ""Share that toy!"" However, successful turn taking starts with taking turns at home with caregivers! See below for more detailed directions!

ps - I prefer to call it turn taking rather than sharing as this implies the child will get the toy back soon. It helps with the ""anxiety"" involved with sharing toys.e44r

Remember: practice makes perfect! Enjoy and happy turn taking! 

HOW:
1. Engage in an activity in which they are interested. In this video, we were making “block soup” by stirring blocks in a bowl with a big wooden spoon. My guy loves doing this. Other ideas for turn taking include rolling a ball back and forth, flying a toy plane, driving a toy car, playing a toy piano/xylophone, etc. Really, it can be ANYTHING your child is interested in.

2. Allow your child to take the first turn. After 30-90 seconds, take a turn by saying, “My turn. It’s my turn! Give it to me please.” Take the object gently but firmly. 

3. Play with the object in an obviously enjoyable manner (even if you aren't excited to stir that block soup, FAKE IT!). Model an appropriate way to play with the toy. 

Take a SHORT turn playing with the object – and I mean SHORT. When you first begin practicing turn taking, your turn can be as short as 3-5 seconds. If your child gets upset, you may have to hold the object away from them so they can’t grab it back from you. Do not allow your child to take the object back until it is their turn. If they become very upset, make the turn slightly shorter! ****The goal is to get them to feel comfortable giving you the object and to KNOW that they will indeed get the object back after your turn.

4. Let your child take his/her turn. Say, “It’s your turn! Your turn. Here you go. Thanks for letting me have a turn!” Your child’s turn can be longer. If he/she is having a hard time taking turns with you, you’ll want to make their turn significantly longer.

5. Continue as long as your child is interested in the object. Once they lose interest, move on to a new activity.

WHY???
Why would a speech therapist be talking about turn taking?? 

1. First of all, turn taking is a foundational skill for language because if you think about it, a conversation is really just 2 people taking turns talking. 

2. Secondly, you’re practicing social skills with your child (yes, ""speech therapists"" also work on social skills...a lot, actually). If you want your child to learn how to take turns with other children, this is the place to start! When you start with turn-taking practice with your child (rather than with other children), you can maintain control over the situation and give yourself extra short turns and your child extra long turns. The end goal of this activity is to make turn taking feel POSITIVE to your child!

WHO?
An adult caregiver will have the most success practicing turns with your toddler to start. Siblings or other children under the age of 10ish are not a great choice as they will likely want to take longer turns with the toy, and this may end up feeling like a negative experience for your child. 

WHEN? 
It’s best to practice these skills when your child is well rested, fed and in a good mood.","['#WatchThisWednesday', 'turn taking', 'toddler', 'high 5 communication resources', 'speech therapy', 'social skills', 'take turns']",2017-07-12,1280,720,1053
LHprThG7a00,UCogdNa9Hqm_ZJHLScKI3hfQ,Amelia 07-2022,Naomi Davis,32,30,1080p,128kbps,,[],2022-06-20,1920,1080,948
4ktkxv1aNS8,UC2MoavNb5sa_m1VP7la5ukQ,ABA Matching,Andrea Milton Ortiz,181,30,1080p,128kbps,Milton's first week at school. September 2016,[],2016-12-17,1920,1080,5413
f6wqlpG9rd0,UCcdj0no4KBJMfPVq0QohFRw,Discrete Trial Training,Ashleigh Dinkel,360,30,1080p,128kbps,This video models a Discrete Trial Training lesson. Please note that this is the first Discrete Trial Training lesson I have taught. There are more then likely changes that need to be made in regard to delivery of the lesson.,"['discrete trial training', 'teaching', 'special education', 'delivery model']",2016-10-16,1920,1080,10795
RzI6Ar5mu2Q,UCL8EwWTMmOUDXoMv0yUf8Vg,ABA Therapy - Learning about Animals,Autism Behavioural Intervention Association,205,25,720p,128kbps,,"['Applied Behavior Analysis (Medical Treatment)', 'Autism (Disease Or Medical Condition)', 'Autism therapy', 'ABA therapy', 'ABA therapy live sessions']",2014-03-19,1280,720,5121
2AT3ped6GsI,UCtKSLA4sBvp4gU-NIGFEQgg,Celebrating Student Success,Teach for Life,58,30,720p,128kbps,"Amanda Leger  |  Wichita Collegiate School  |  Wichita, KS

The teacher recognizes the students' hard work and she coaches them to be proud of their own success. Sometimes she will have all the students celebrate the hard work of a classmate. This builds their confidence in learning.

 Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['joyful learning experience', 'pre k', 'preschool', 'education', 'classroom managment']",2017-04-06,1280,720,1735
6mA6UAoT3M0,UCB3eI3ENiFXGuchginHZP_Q,ESL Tips - Flash Card Game - Mike's Home,Mike's Home ESL,233,30,1080p,128kbps,"Here is an ESL game that you can use at home or at school! Quite fun it helps the kids remembering and practicing new vocabulary! 
Follow Mike's Home on Facebook, Youtube and Twitter for new updates.
★ WEBSITE:                http://www.mikeshomesl.com/
★ YouTube Channel: https://www.youtube.com/user/misteurflo
★ Facebook:               https://www.facebook.com/MikesHome1/
★ Twitter :                   https://twitter.com/Mike_s_Home
“Music by Sophonic Media, http://instrumentalsfree.com”","[""Mike's"", 'Home', 'ESL', 'teaching', 'Teaching', 'in', 'foreign', 'country', 'English', 'Songs', 'and', 'Nursery', 'Rhymes']",2017-05-23,1920,1080,6979
G0NLcryxxgE,UCtKSLA4sBvp4gU-NIGFEQgg,"Creating a ""Can Do"" Attitude",Teach for Life,88,30,720p,128kbps,"Amanda Leger  |  Wichita Collegiate School  |  Wichita, KS

Students are inspired to have a positive attitude and perseverance through difficult situations. When they are struggling and want to quit, the teacher encourages them to ask for help, take more time to think, or just take a break. She instills a mantra of ""I can do hard things"" when struggling with difficult situations.

 Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['joyful and satisfying experience', 'pre k', 'preschool', 'education', 'classroom managment']",2017-04-11,1280,720,2624
LS9Hztyrmmw,UCEjCyBoWP57QRkmFRz-aOGw,Unboxing with kids | Learn English At home with Steve and Maggie,WOW ENGLISH,214,30,1080p,128kbps,"Say hello to Steve and Maggie at their LIVE SHOW on 30th December! Go to https://thrillz-store.co.uk/products/steve-maggie-show-on-30th-december-at-3-30pm to get one of a limited number of tickets!!!
-
Steve and Maggie received a present from YouTube – 2 Silver Play Buttons. It’s because we’ve reached over 100K subscribers on our “Steve and Maggie“ channels in Hindi and Arabic. SO EXCITED  AND HAPPY! BIG thank you to all our YouTube fans.
.
Watch Steve and Maggie video songs and stories at https://mywowenglish.com and https://www.youtube.com/wowenglishtv
.
Learning English with Steve and Maggie is easy and fun!
.
+ like us on Facebook: https://www.facebook.com/WattsEnglish
+ follow us on Instagram: https://www.instagram.com/wattsenglish/","['wow english tv', 'english speaking', 'steve and maggie', 'english for kids', 'english story', 'steve maggie', 'speaking english', 'maggie and steve', 'learning english', 'english lessons', 'english stories for kids', 'stories for kids', 'learn english', 'magic english', 'english words', 'learn english speaking', 'speak english', 'english lesson', 'english stories', 'spoken english', 'story in english', 'story time', 'esl english', 'steve', 'wow', 'free english']",2020-04-18,1920,1080,6415
Lva4fn4_q88,UCEjCyBoWP57QRkmFRz-aOGw,Easter at home with Steve and Maggie | Learn English on Easter Egg Hunt,WOW ENGLISH,265,30,1080p,128kbps,"Say hello to Steve and Maggie at their LIVE SHOW on 30th December! Go to https://thrillz-store.co.uk/products/steve-maggie-show-on-30th-december-at-3-30pm to get one of a limited number of tickets!!!
-
Have fun with Steve and Maggie in your living room! Enjoy the “Easter Egg Hunt“ game with Steve and his little helpers and think of great hiding places around your house. 
Check out Steve´s original “Easter Egg Hunt“ video at YouTube Wow English TV: https://youtu.be/wF-1TojnzUg
Happy Easter everyone!
.
Learning English with Steve and Maggie is easy and fun!
.
+ like us on Facebook: https://www.facebook.com/WattsEnglish
+ follow us on Instagram: https://www.instagram.com/wattsenglish/","['wow english tv', 'english speaking', 'steve and maggie', 'english for kids', 'english story', 'steve maggie', 'speaking english', 'maggie and steve', 'learning english', 'english lessons', 'english stories for kids', 'stories for kids', 'learn english', 'magic english', 'english words', 'learn english speaking', 'speak english', 'english lesson', 'english stories', 'spoken english', 'story in english', 'story time', 'esl english', 'steve', 'wow', 'free english']",2020-04-08,1920,1080,7948
MTLKr-8UDYE,UCtKSLA4sBvp4gU-NIGFEQgg,Rhyming Game with Singing and Movement,Teach for Life,123,24,720p,128kbps,"Cindy Johnson  |  Wichita Collegiate School  |  Wichita, KS

This active game called ""Rhyme for a Dime"" makes practicing rhyming words fun for young students. The whole class sings a song with clapping and motions, then the teacher says a word and asks a student to say a word that rhymes with it.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['rhyming', 'pre k', 'rhyming song', 'rhyming game', 'literacy']",2017-02-24,1280,720,2942
Nc3hwh-AFFw,UCtKSLA4sBvp4gU-NIGFEQgg,Written Numbers: Formation of Complex Numbers,Teach for Life,88,30,720p,128kbps,"Sumita Ghosh  |  Wichita Collegiate School  |  Wichita, KS

In this numbers lesson the teacher teaches the students how to tell much larger complex numbers using cubes and beads as samples for measurement.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['number activity', 'math activity', 'pre k', 'early childhood math', 'montesorri math lesson']",2016-10-20,1280,720,2644
PggqMEe9dSQ,UCtKSLA4sBvp4gU-NIGFEQgg,Having a Student Describe Today's Weather,Teach for Life,157,30,720p,128kbps,"Amanda Leger  |  Wichita Collegiate School  |  Wichita, KS

This lesson helps students learn about weather and seasons. A student chosen as the ""meteorologist"" looks out the window and uses picture cards to show the current weather. The cards depict various possible features of weather, such as sunny, partly cloudy, windy, rainy, hot, and cold.

 Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['weather', 'preschool', 'meteorologist', 'calendar', 'graphing', 'seasons', 'science', 'teaching weather']",2017-03-13,1280,720,4699
Pyb0z_YQjjI,UCEjCyBoWP57QRkmFRz-aOGw,Game Bank | Games 69-74 | WattsEnglish,WOW ENGLISH,647,25,1080p,128kbps,"Say hello to Steve and Maggie at their LIVE SHOW on 30th December! Go to https://thrillz-store.co.uk/products/steve-maggie-show-on-30th-december-at-3-30pm to get one of a limited number of tickets!!!
-
A collection of games (number 69 - 74) for kindergarten (or early primary) teachers from WattsEnglish.
These clips are firstly uploaded on Facebook:
https://www.facebook.com/WattsEnglish
Then published also here as a collection. If you'd like to see them first, please go to @Wattsenglish on Facebook, where you can also find some discussion about the topic.

Learning English with Steve and Maggie is easy and fun!

You can find more stories, songs and English for kids at www.wowenglish.com

+ visit our website: www.wattsenglish.com
+ like us on Facebook: https://www.facebook.com/WattsEnglish
+ follow us on Twitter: https://twitter.com/WattsEnglish
+ follow us on Instagram: https://www.instagram.com/wattsenglish/
+ follow us on Google+: https://plus.google.com/+WOWENGLISHTV
+ follow us on Pinterest: https://uk.pinterest.com/wattsenglish/
NEW!!! Steve on AMAZON. Complete CLIPS with NO ads! Watch: http://amzn.to/2fZ1ms7","['English for Children', 'English for Kids', 'wattsenglish', 'teaching as a second language', 'teaching as a foreign language', 'TEFL', 'TESL', 'english teacher', 'teaching english', 'english as a second language', 'tips for english teachers', 'english teaching resources', 'kindergarten teacher', 'game bank for teachers', 'game bank', 'teaching ideas', 'teaching resources', 'teach english', 'english teachers', 'tesol', 'esl', 'tefl certification', 'teach abroad']",2018-11-19,1920,1080,16174
Y6_S5bipsBk,UCtKSLA4sBvp4gU-NIGFEQgg,Parts of the Body Rhyming Game with Students,Teach for Life,88,30,1080p,128kbps,"Dana Barrientos  |  Harry Street Elementary  |  Wichita, KS

In this lesson, a teacher and students play a rhyming game called ""Silly Simon Says."" The teacher says a nonsense word that rhymes with a part of the body, and the students say the name of the body part that rhymes.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['rhyming', 'pre k', 'rhyming activity']",2017-02-23,1920,1080,2633
s0BpHgMB_8o,UCtKSLA4sBvp4gU-NIGFEQgg,A Song for Teaching Three-Letter Words,Teach for Life,148,30,720p,128kbps,"Cindy Johnson  |  Wichita Collegiate School  |  Wichita, KS

This song helps students learn simple, three-letter words -- also called ""consonant-vowel-consonant"" or CVC words. The teacher and students practice making the beginning, middle, and ending sounds of a word as well as the letters associated with those sounds, then put them together in a song.

Teach for Life is a global movement of people sharing knowledge to better educate our children and create hope for the world. Find more educational videos, learn more about the movement, or learn how to participate at https://teachforlife.org/

Facebook: https://www.facebook.com/TeachforLifeICT/
Twitter: https://twitter.com/teachforlife_
Instagram: https://instagram.com/_teach4life_
Pinterest: https://www.pinterest.com/teachforlifeICT/","['letter combinations', 'letter activity', 'letter song', 'pre k', 'letters represent sounds', 'song', 'fun activity', 'education', 'early childhood education', 'teach for life', 'three letter words', 'cvc words', 'kindergarten', 'teaching']",2017-02-14,1280,720,4436
